row	column	plate	well	UID	clone	name	marker
1	1	-	-	ECK1933	ECK1933-1-1	yedM	aph(KEIO:yedM)
1	2	-	-	ECK1933	ECK1933-1-2	yedM	aph(KEIO:yedM)
1	3	-	-	ECK3169	ECK3169-1-3	yhbY	aph(KEIO:yhbY)
1	4	-	-	ECK3169	ECK3169-1-4	yhbY	aph(KEIO:yhbY)
1	5	-	-	ECK1308	ECK1308-1-5	ycjQ	aph(KEIO:ycjQ)
1	6	-	-	ECK1308	ECK1308-1-6	ycjQ	aph(KEIO:ycjQ)
1	7	-	-	ECK3192	ECK3192-1-7	hpf	aph(KEIO:hpf)
1	8	-	-	ECK3192	ECK3192-1-8	hpf	aph(KEIO:hpf)
1	9	-	-	ECK2871	ECK2871-1-9	yqeB	aph(KEIO:yqeB)
1	10	-	-	ECK2871	ECK2871-1-10	yqeB	aph(KEIO:yqeB)
1	11	-	-	ECK3228	ECK3228-1-11	yhcO	aph(KEIO:yhcO)
1	12	-	-	ECK3228	ECK3228-1-12	yhcO	aph(KEIO:yhcO)
1	13	-	-	ECK2911	ECK2911-1-13	yqfE	aph(KEIO:yqfE)
1	14	-	-	ECK2911	ECK2911-1-14	yqfE	aph(KEIO:yqfE)
1	15	-	-	ECK3254	ECK3254-1-15	yhdV	aph(KEIO:yhdV)
1	16	-	-	ECK3254	ECK3254-1-16	yhdV	aph(KEIO:yhdV)
1	17	-	-	ECK2947	ECK2947-1-17	yggT	aph(KEIO:yggT)
1	18	-	-	ECK2947	ECK2947-1-18	yggT	aph(KEIO:yggT)
1	19	-	-	ECK3341	ECK3341-1-19	yheT	aph(KEIO:yheT)
1	20	-	-	ECK3341	ECK3341-1-20	yheT	aph(KEIO:yheT)
1	21	-	-	ECK2966	ECK2966-1-21	yghG	aph(KEIO:yghG)
1	22	-	-	ECK2966	ECK2966-1-22	yghG	aph(KEIO:yghG)
1	23	-	-	ECK3368	ECK3368-1-23	yhfX	aph(KEIO:yhfX)
1	24	-	-	ECK3368	ECK3368-1-24	yhfX	aph(KEIO:yhfX)
1	25	-	-	ECK3015	ECK3015-1-25	ygiW	aph(KEIO:ygiW)
1	26	-	-	ECK3015	ECK3015-1-26	ygiW	aph(KEIO:ygiW)
1	27	-	-	ECK3420	ECK3420-1-27	yhgN	aph(KEIO:yhgN)
1	28	-	-	ECK3420	ECK3420-1-28	yhgN	aph(KEIO:yhgN)
1	29	-	-	ECK3030	ECK3030-1-29	ygiD	aph(KEIO:ygiD)
1	30	-	-	ECK3030	ECK3030-1-30	ygiD	aph(KEIO:ygiD)
1	31	-	-	ECK3451	ECK3451-1-31	yhhM	aph(KEIO:yhhM)
1	32	-	-	ECK3451	ECK3451-1-32	yhhM	aph(KEIO:yhhM)
1	33	-	-	ECK3053	ECK3053-1-33	ttdT	aph(KEIO:ttdT)
1	34	-	-	ECK3053	ECK3053-1-34	ttdT	aph(KEIO:ttdT)
1	35	-	-	ECK3494	ECK3494-1-35	hdeA	aph(KEIO:hdeA)
1	36	-	-	ECK3494	ECK3494-1-36	hdeA	aph(KEIO:hdeA)
1	37	-	-	ECK3072	ECK3072-1-37	higA	aph(KEIO:higA)
1	38	-	-	ECK3072	ECK3072-1-38	higA	aph(KEIO:higA)
1	39	-	-	ECK3508	ECK3508-1-39	yhjE	aph(KEIO:yhjE)
1	40	-	-	ECK3508	ECK3508-1-40	yhjE	aph(KEIO:yhjE)
1	41	-	-	ECK3093	ECK3093-1-41	yqjG	aph(KEIO:yqjG)
1	42	-	-	ECK3093	ECK3093-1-42	yqjG	aph(KEIO:yqjG)
1	43	-	-	ECK3549	ECK3549-1-43	ysaB	aph(KEIO:ysaB)
1	44	-	-	ECK3549	ECK3549-1-44	ysaB	aph(KEIO:ysaB)
1	45	-	-	ECK3137	ECK3137-1-45	diaA	aph(KEIO:diaA)
1	46	-	-	ECK3137	ECK3137-1-46	diaA	aph(KEIO:diaA)
1	47	-	-	ECK3583	ECK3583-1-47	yibA	aph(KEIO:yibA)
1	48	-	-	ECK3583	ECK3583-1-48	yibA	aph(KEIO:yibA)
2	1	-	-	ECK0445	ECK0445-2-1	amtB	aph(KEIO:amtB)
2	2	-	-	ECK0445	ECK0445-2-2	amtB	aph(KEIO:amtB)
2	3	-	-	ECK4380	ECK4380-2-3	serB	aph(KEIO:serB)
2	4	-	-	ECK4380	ECK4380-2-4	serB	aph(KEIO:serB)
2	5	-	-	ECK0580	ECK0580-2-5	fepE	aph(KEIO:fepE)
2	6	-	-	ECK0580	ECK0580-2-6	fepE	aph(KEIO:fepE)
2	7	-	-	ECK0579	ECK0579-2-7	entF	aph(KEIO:entF)
2	8	-	-	ECK0579	ECK0579-2-8	entF	aph(KEIO:entF)
2	9	-	-	ECK0080	ECK0080-2-9	ilvH	aph(KEIO:ilvH)
2	10	-	-	ECK0080	ECK0080-2-10	ilvH	aph(KEIO:ilvH)
2	11	-	-	ECK0764	ECK0764-2-11	bioB	aph(KEIO:bioB)
2	12	-	-	ECK0764	ECK0764-2-12	bioB	aph(KEIO:bioB)
2	13	-	-	ECK0594	ECK0594-2-13	ybdL	aph(KEIO:ybdL)
2	14	-	-	ECK0594	ECK0594-2-14	ybdL	aph(KEIO:ybdL)
2	15	-	-	ECK0816	ECK0816-2-15	moeB	aph(KEIO:moeB)
2	16	-	-	ECK0816	ECK0816-2-16	moeB	aph(KEIO:moeB)
2	17	-	-	ECK1255	ECK1255-2-17	trpB	aph(KEIO:trpB)
2	18	-	-	ECK1255	ECK1255-2-18	trpB	aph(KEIO:trpB)
2	19	-	-	empty	empty-2-19	empty	aph(KEIO:empty)
2	20	-	-	empty	empty-2-20	empty	aph(KEIO:empty)
2	21	-	-	ECK1393	ECK1393-2-21	paaI	aph(KEIO:paaI)
2	22	-	-	ECK1393	ECK1393-2-22	paaI	aph(KEIO:paaI)
2	23	-	-	ECK2191	ECK2191-2-23	ccmC	aph(KEIO:ccmC)
2	24	-	-	ECK2191	ECK2191-2-24	ccmC	aph(KEIO:ccmC)
2	25	-	-	ECK1745	ECK1745-2-25	astA	aph(KEIO:astA)
2	26	-	-	ECK1745	ECK1745-2-26	astA	aph(KEIO:astA)
2	27	-	-	ECK2572	ECK2572-2-27	nadB	aph(KEIO:nadB)
2	28	-	-	ECK2572	ECK2572-2-28	nadB	aph(KEIO:nadB)
2	29	-	-	ECK2037	ECK2037-2-29	wcaM	aph(KEIO:wcaM)
2	30	-	-	ECK2037	ECK2037-2-30	wcaM	aph(KEIO:wcaM)
2	31	-	-	ECK3218	ECK3218-2-31	sspA	aph(KEIO:sspA)
2	32	-	-	ECK3218	ECK3218-2-32	sspA	aph(KEIO:sspA)
2	33	-	-	ECK2416	ECK2416-2-33	cysM	aph(KEIO:cysM)
2	34	-	-	ECK2416	ECK2416-2-34	cysM	aph(KEIO:cysM)
2	35	-	-	empty	empty-2-35	empty	aph(KEIO:empty)
2	36	-	-	empty	empty-2-36	empty	aph(KEIO:empty)
2	37	-	-	ECK2867	ECK2867-2-37	ygeX	aph(KEIO:ygeX)
2	38	-	-	ECK2867	ECK2867-2-38	ygeX	aph(KEIO:ygeX)
2	39	-	-	ECK0242	ECK0242-2-39	phoE	aph(KEIO:phoE)
2	40	-	-	ECK0242	ECK0242-2-40	phoE	aph(KEIO:phoE)
2	41	-	-	ECK3661	ECK3661-2-41	ilvN	aph(KEIO:ilvN)
2	42	-	-	ECK3661	ECK3661-2-42	ilvN	aph(KEIO:ilvN)
2	43	-	-	ECK0930	ECK0930-2-43	elfD	aph(KEIO:elfD)
2	44	-	-	ECK0930	ECK0930-2-44	elfD	aph(KEIO:elfD)
2	45	-	-	ECK3931	ECK3931-2-45	metB	aph(KEIO:metB)
2	46	-	-	ECK3931	ECK3931-2-46	metB	aph(KEIO:metB)
