row	column	plate	well	UID	clone	name	marker
1	1	-	-	ECK4261	ECK4261-1-1	idnK	aph(KEIO:idnK)
1	2	-	-	ECK4261	ECK4261-1-2	idnK	aph(KEIO:idnK)
1	3	-	-	ECK1461	ECK1461-1-3	narY	aph(KEIO:narY)
1	4	-	-	ECK1461	ECK1461-1-4	narY	aph(KEIO:narY)
1	5	-	-	ECK0446	ECK0446-1-5	tesB	aph(KEIO:tesB)
1	6	-	-	ECK0446	ECK0446-1-6	tesB	aph(KEIO:tesB)
1	7	-	-	ECK1608	ECK1608-1-7	manA	aph(KEIO:manA)
1	8	-	-	ECK1608	ECK1608-1-8	manA	aph(KEIO:manA)
1	9	-	-	ECK2040	ECK2040-1-9	wzxC	aph(KEIO:wzxC)
1	10	-	-	ECK2040	ECK2040-1-10	wzxC	aph(KEIO:wzxC)
1	11	-	-	ECK1801	ECK1801-1-11	yeaX	aph(KEIO:yeaX)
1	12	-	-	ECK1801	ECK1801-1-12	yeaX	aph(KEIO:yeaX)
1	13	-	-	ECK4034	ECK4034-1-13	dgkA	aph(KEIO:dgkA)
1	14	-	-	ECK4034	ECK4034-1-14	dgkA	aph(KEIO:dgkA)
1	15	-	-	ECK2125	ECK2125-1-15	bglX	aph(KEIO:bglX)
1	16	-	-	ECK2125	ECK2125-1-16	bglX	aph(KEIO:bglX)
1	17	-	-	ECK0159	ECK0159-1-17	dgt	aph(KEIO:dgt)
1	18	-	-	ECK0159	ECK0159-1-18	dgt	aph(KEIO:dgt)
1	19	-	-	ECK2198	ECK2198-1-19	napA	aph(KEIO:napA)
1	20	-	-	ECK2198	ECK2198-1-20	napA	aph(KEIO:napA)
1	21	-	-	ECK0499	ECK0499-1-21	allR	aph(KEIO:allR)
1	22	-	-	ECK0499	ECK0499-1-22	allR	aph(KEIO:allR)
1	23	-	-	ECK2450	ECK2450-1-23	eutE	aph(KEIO:eutE)
1	24	-	-	ECK2450	ECK2450-1-24	eutE	aph(KEIO:eutE)
1	25	-	-	ECK0768	ECK0768-1-25	uvrB	aph(KEIO:uvrB)
1	26	-	-	ECK0768	ECK0768-1-26	uvrB	aph(KEIO:uvrB)
1	27	-	-	ECK2701	ECK2701-1-27	gutM	aph(KEIO:gutM)
1	28	-	-	ECK2701	ECK2701-1-28	gutM	aph(KEIO:gutM)
1	29	-	-	ECK4090	ECK4090-1-29	phnK	aph(KEIO:phnK)
1	30	-	-	ECK4090	ECK4090-1-30	phnK	aph(KEIO:phnK)
1	31	-	-	ECK2722	ECK2722-1-31	hypB	aph(KEIO:hypB)
1	32	-	-	ECK2722	ECK2722-1-32	hypB	aph(KEIO:hypB)
1	33	-	-	ECK0223	ECK0223-1-33	lpcA	aph(KEIO:lpcA)
1	34	-	-	ECK0223	ECK0223-1-34	lpcA	aph(KEIO:lpcA)
1	35	-	-	ECK3051	ECK3051-1-35	ttdA	aph(KEIO:ttdA)
1	36	-	-	ECK3051	ECK3051-1-36	ttdA	aph(KEIO:ttdA)
1	37	-	-	ECK0570	ECK0570-1-37	nfsB	aph(KEIO:nfsB)
1	38	-	-	ECK0570	ECK0570-1-38	nfsB	aph(KEIO:nfsB)
1	39	-	-	ECK3353	ECK3353-1-39	nirB	aph(KEIO:nirB)
1	40	-	-	ECK3353	ECK3353-1-40	nirB	aph(KEIO:nirB)
1	41	-	-	ECK0964	ECK0964-1-41	hyaB	aph(KEIO:hyaB)
1	42	-	-	ECK0964	ECK0964-1-42	hyaB	aph(KEIO:hyaB)
1	43	-	-	ECK3414	ECK3414-1-43	glgP	aph(KEIO:glgP)
1	44	-	-	ECK3414	ECK3414-1-44	glgP	aph(KEIO:glgP)
1	45	-	-	ECK1220	ECK1220-1-45	narJ	aph(KEIO:narJ)
1	46	-	-	ECK1220	ECK1220-1-46	narJ	aph(KEIO:narJ)
1	47	-	-	ECK3560	ECK3560-1-47	malS	aph(KEIO:malS)
1	48	-	-	ECK3560	ECK3560-1-48	malS	aph(KEIO:malS)
2	1	-	-	ECK4025	ECK4025-2-1	malF	aph(KEIO:malF)
2	2	-	-	ECK4025	ECK4025-2-2	malF	aph(KEIO:malF)
2	3	-	-	ECK3129	ECK3129-2-3	agaI	aph(KEIO:agaI)
2	4	-	-	ECK3129	ECK3129-2-4	agaI	aph(KEIO:agaI)
2	5	-	-	ECK4104	ECK4104-2-5	proP	aph(KEIO:proP)
2	6	-	-	ECK4104	ECK4104-2-6	proP	aph(KEIO:proP)
2	7	-	-	ECK3276	ECK3276-2-7	trkA	aph(KEIO:trkA)
2	8	-	-	ECK3276	ECK3276-2-8	trkA	aph(KEIO:trkA)
2	9	-	-	ECK4277	ECK4277-2-9	fecE	aph(KEIO:fecE)
2	10	-	-	ECK4277	ECK4277-2-10	fecE	aph(KEIO:fecE)
2	11	-	-	ECK3435	ECK3435-2-11	ugpE	aph(KEIO:ugpE)
2	12	-	-	ECK3435	ECK3435-2-12	ugpE	aph(KEIO:ugpE)
2	13	-	-	ECK0237	ECK0237-2-13	prfH	aph(KEIO:prfH)
2	14	-	-	ECK0237	ECK0237-2-14	prfH	aph(KEIO:prfH)
2	15	-	-	ECK3462	ECK3462-2-15	nikC	aph(KEIO:nikC)
2	16	-	-	ECK3462	ECK3462-2-16	nikC	aph(KEIO:nikC)
2	17	-	-	ECK1051	ECK1051-2-17	rimJ	aph(KEIO:rimJ)
2	18	-	-	ECK1051	ECK1051-2-18	rimJ	aph(KEIO:rimJ)
2	19	-	-	ECK3530	ECK3530-2-19	dppB	aph(KEIO:dppB)
2	20	-	-	ECK3530	ECK3530-2-20	dppB	aph(KEIO:dppB)
2	21	-	-	empty	empty-2-21	empty	aph(KEIO:empty)
2	22	-	-	empty	empty-2-22	empty	aph(KEIO:empty)
2	23	-	-	ECK0035	ECK0035-2-23	caiF	aph(KEIO:caiF)
2	24	-	-	ECK0035	ECK0035-2-24	caiF	aph(KEIO:caiF)
2	25	-	-	ECK2484	ECK2484-2-25	hyfH	aph(KEIO:hyfH)
2	26	-	-	ECK2484	ECK2484-2-26	hyfH	aph(KEIO:hyfH)
2	27	-	-	ECK0422	ECK0422-2-27	cyoE	aph(KEIO:cyoE)
2	28	-	-	ECK0422	ECK0422-2-28	cyoE	aph(KEIO:cyoE)
2	29	-	-	ECK2361	ECK2361-2-29	dsdX	aph(KEIO:dsdX)
2	30	-	-	ECK2361	ECK2361-2-30	dsdX	aph(KEIO:dsdX)
2	31	-	-	ECK0927	ECK0927-2-31	ssuA	aph(KEIO:ssuA)
2	32	-	-	ECK0927	ECK0927-2-32	ssuA	aph(KEIO:ssuA)
2	33	-	-	ECK2417	ECK2417-2-33	cysA	aph(KEIO:cysA)
2	34	-	-	ECK2417	ECK2417-2-34	cysA	aph(KEIO:cysA)
2	35	-	-	ECK1304	ECK1304-2-35	ycjM	aph(KEIO:ycjM)
2	36	-	-	ECK1304	ECK1304-2-36	ycjM	aph(KEIO:ycjM)
2	37	-	-	ECK2544	ECK2544-2-37	yphE	aph(KEIO:yphE)
2	38	-	-	ECK2544	ECK2544-2-38	yphE	aph(KEIO:yphE)
2	39	-	-	ECK1845	ECK1845-2-39	exoX	aph(KEIO:exoX)
2	40	-	-	ECK1845	ECK1845-2-40	exoX	aph(KEIO:exoX)
2	41	-	-	ECK2791	ECK2791-2-41	sdaC	aph(KEIO:sdaC)
2	42	-	-	ECK2791	ECK2791-2-42	sdaC	aph(KEIO:sdaC)
2	43	-	-	ECK1948	ECK1948-2-43	fliR	aph(KEIO:fliR)
2	44	-	-	ECK1948	ECK1948-2-44	fliR	aph(KEIO:fliR)
2	45	-	-	ECK2998	ECK2998-2-45	exbD	aph(KEIO:exbD)
2	46	-	-	ECK2998	ECK2998-2-46	exbD	aph(KEIO:exbD)
2	47	-	-	ECK2262	ECK2262-2-47	rbn	aph(KEIO:rbn)
2	48	-	-	ECK2262	ECK2262-2-48	rbn	aph(KEIO:rbn)
3	1	-	-	empty	empty-3-1	empty	aph(KEIO:empty)
3	2	-	-	empty	empty-3-2	empty	aph(KEIO:empty)
3	3	-	-	ECK0750	ECK0750-3-3	modE	aph(KEIO:modE)
3	4	-	-	ECK0750	ECK0750-3-4	modE	aph(KEIO:modE)
3	5	-	-	ECK3885	ECK3885-3-5	fdoI	aph(KEIO:fdoI)
3	6	-	-	ECK3885	ECK3885-3-6	fdoI	aph(KEIO:fdoI)
3	7	-	-	ECK0821	ECK0821-3-7	gsiC	aph(KEIO:gsiC)
3	8	-	-	ECK0821	ECK0821-3-8	gsiC	aph(KEIO:gsiC)
3	9	-	-	ECK1802	ECK1802-3-9	rnd	aph(KEIO:rnd)
3	10	-	-	ECK1802	ECK1802-3-10	rnd	aph(KEIO:rnd)
3	11	-	-	ECK0895	ECK0895-3-11	focA	aph(KEIO:focA)
3	12	-	-	ECK0895	ECK0895-3-12	focA	aph(KEIO:focA)
3	13	-	-	ECK2177	ECK2177-3-13	rsuA	aph(KEIO:rsuA)
3	14	-	-	ECK2177	ECK2177-3-14	rsuA	aph(KEIO:rsuA)
3	15	-	-	ECK1110	ECK1110-3-15	potC	aph(KEIO:potC)
3	16	-	-	ECK1110	ECK1110-3-16	potC	aph(KEIO:potC)
3	17	-	-	ECK2567	ECK2567-3-17	lepA	aph(KEIO:lepA)
3	18	-	-	ECK2567	ECK2567-3-18	lepA	aph(KEIO:lepA)
3	19	-	-	ECK1287	ECK1287-3-19	sapC	aph(KEIO:sapC)
3	20	-	-	ECK1287	ECK1287-3-20	sapC	aph(KEIO:sapC)
3	21	-	-	ECK3632	ECK3632-3-21	pyrE	aph(KEIO:pyrE)
3	22	-	-	ECK3632	ECK3632-3-22	pyrE	aph(KEIO:pyrE)
3	23	-	-	ECK1437	ECK1437-3-23	ydcV	aph(KEIO:ydcV)
3	24	-	-	ECK1437	ECK1437-3-24	ydcV	aph(KEIO:ydcV)
3	25	-	-	ECK4240	ECK4240-3-25	pyrB	aph(KEIO:pyrB)
3	26	-	-	ECK4240	ECK4240-3-26	pyrB	aph(KEIO:pyrB)
3	27	-	-	ECK1521	ECK1521-3-27	ydeA	aph(KEIO:ydeA)
3	28	-	-	ECK1521	ECK1521-3-28	ydeA	aph(KEIO:ydeA)
3	29	-	-	ECK0497	ECK0497-3-29	allS	aph(KEIO:allS)
3	30	-	-	ECK0497	ECK0497-3-30	allS	aph(KEIO:allS)
3	31	-	-	ECK1735	ECK1735-3-31	chbC	aph(KEIO:chbC)
3	32	-	-	ECK1735	ECK1735-3-32	chbC	aph(KEIO:chbC)
3	33	-	-	ECK1558	ECK1558-3-33	relB	aph(KEIO:relB)
3	34	-	-	ECK1558	ECK1558-3-34	relB	aph(KEIO:relB)
3	35	-	-	ECK1898	ECK1898-3-35	araG	aph(KEIO:araG)
3	36	-	-	ECK1898	ECK1898-3-36	araG	aph(KEIO:araG)
3	37	-	-	ECK3096	ECK3096-3-37	yhaJ	aph(KEIO:yhaJ)
3	38	-	-	ECK3096	ECK3096-3-38	yhaJ	aph(KEIO:yhaJ)
3	39	-	-	ECK2122	ECK2122-3-39	yehX	aph(KEIO:yehX)
3	40	-	-	ECK2122	ECK2122-3-40	yehX	aph(KEIO:yehX)
3	41	-	-	ECK4100	ECK4100-3-41	yjdN	aph(KEIO:yjdN)
3	42	-	-	ECK4100	ECK4100-3-42	yjdN	aph(KEIO:yjdN)
3	43	-	-	ECK3719	ECK3719-3-43	pstA	aph(KEIO:pstA)
3	44	-	-	ECK3719	ECK3719-3-44	pstA	aph(KEIO:pstA)
3	45	-	-	ECK0645	ECK0645-3-45	gltL	aph(KEIO:gltL)
3	46	-	-	ECK0645	ECK0645-3-46	gltL	aph(KEIO:gltL)
3	47	-	-	ECK3909	ECK3909-3-47	sbp	aph(KEIO:sbp)
3	48	-	-	ECK3909	ECK3909-3-48	sbp	aph(KEIO:sbp)
4	1	-	-	ECK2486	ECK2486-4-1	hyfJ	aph(KEIO:hyfJ)
4	2	-	-	ECK2486	ECK2486-4-2	hyfJ	aph(KEIO:hyfJ)
4	3	-	-	ECK1126	ECK1126-4-3	intE	aph(KEIO:intE)
4	4	-	-	ECK1126	ECK1126-4-4	intE	aph(KEIO:intE)
4	5	-	-	ECK2943	ECK2943-4-5	yqgE	aph(KEIO:yqgE)
4	6	-	-	ECK2943	ECK2943-4-6	yqgE	aph(KEIO:yqgE)
4	7	-	-	ECK1348	ECK1348-4-7	racC	aph(KEIO:racC)
4	8	-	-	ECK1348	ECK1348-4-8	racC	aph(KEIO:racC)
4	9	-	-	ECK3121	ECK3121-4-9	agaV	aph(KEIO:agaV)
4	10	-	-	ECK3121	ECK3121-4-10	agaV	aph(KEIO:agaV)
4	11	-	-	ECK1551	ECK1551-4-11	cspB	aph(KEIO:cspB)
4	12	-	-	ECK1551	ECK1551-4-12	cspB	aph(KEIO:cspB)
4	13	-	-	ECK3245	ECK3245-4-13	panF	aph(KEIO:panF)
4	14	-	-	ECK3245	ECK3245-4-14	panF	aph(KEIO:panF)
