row  column  size-1  circ-1
1 1 302 0.712
1 2 310 0.867
1 3 304 0.836
1 4 314 0.892
1 5 303 0.854
1 6 352 0.849
1 7 306 0.842
1 8 342 0.924
1 9 268 0.888
1 10 266 0.864
1 11 260 0.838
1 12 280 0.886
1 13 256 0.855
1 14 279 0.851
1 15 351 0.835
1 16 260 0.735
1 17 269 0.898
1 18 222 0.863
1 19 205 0.706
1 20 253 0.766
1 21 243 0.704
1 22 241 0.91
1 23 222 0.776
1 24 224 0.838
1 25 234 0.92
1 26 273 0.864
1 27 261 0.848
1 28 276 0.8
1 29 243 0.884
1 30 165 0.82
1 31 13 0.413
1 32 12 0.781
1 33 261 0.802
1 34 236 0.797
1 35 465 0.815
1 36 401 0.761
1 37 323 0.832
1 38 377 0.813
1 39 418 0.802
1 40 478 0.838
1 41 519 0.825
1 42 454 0.787
1 43 518 0.857
1 44 529 0.841
1 45 475 0.759
1 46 463 0.839
1 47 487 0.821
1 48 409 0.758
2 1 275 0.783
2 2 340 0.773
2 3 302 0.791
2 4 231 0.786
2 5 288 0.835
2 6 247 0.864
2 7 219 0.887
2 8 234 0.714
2 9 248 0.928
2 10 262 0.851
2 11 258 0.742
2 12 251 0.871
2 13 230 0.783
2 14 202 0.941
2 15 253 0.822
2 16 287 0.745
2 17 232 0.83
2 18 225 0.859
2 19 295 0.811
2 20 195 0.896
2 21 262 0.728
2 22 212 0.877
2 23 206 0.871
2 24 224 0.799
2 25 245 0.891
2 26 232 0.811
2 27 181 0.799
2 28 270 0.877
2 29 296 0.864
2 30 259 0.865
2 31 244 0.568
2 32 245 0.891
2 33 280 0.893
2 34 278 0.854
2 35 231 0.857
2 36 247 0.831
2 37 209 0.822
2 38 214 0.859
2 39 293 0.878
2 40 265 0.885
2 41 308 0.859
2 42 340 0.815
2 43 328 0.812
2 44 329 0.86
2 45 362 0.867
2 46 331 0.806
2 47 376 0.804
2 48 391 0.818
3 1 269 0.842
3 2 228 0.853
3 3 284 0.866
3 4 315 0.823
3 5 446 0.839
3 6 289 0.783
3 7 295 0.832
3 8 268 0.888
3 9 217 0.906
3 10 334 0.86
3 11 241 0.86
3 12 246 0.921
3 13 225 0.904
3 14 223 0.852
3 15 238 0.842
3 16 207 0.849
3 17 155 0.819
3 18 155 0.933
3 19 187 0.844
3 20 239 0.913
3 21 239 0.745
3 22 80 0.944
3 23 225 0.819
3 24 227 0.912
3 25 216 0.842
3 26 228 0.853
3 27 0 0.0
3 28 0 0.0
3 29 244 0.847
3 30 257 0.835
3 31 254 0.763
3 32 271 0.881
3 33 255 0.851
3 34 283 0.92
3 35 261 0.848
3 36 297 0.778
3 37 302 0.802
3 38 296 0.822
3 39 404 0.753
3 40 270 0.852
3 41 289 0.844
3 42 282 0.77
3 43 312 0.785
3 44 294 0.837
3 45 264 0.653
3 46 310 0.799
3 47 365 0.855
3 48 360 0.849
4 1 316 0.848
4 2 257 0.858
4 3 298 0.834
4 4 309 0.823
4 5 0 0.0
4 6 113 0.716
4 7 264 0.836
4 8 256 0.939
4 9 175 0.861
4 10 250 0.867
4 11 271 0.74
4 12 259 0.858
4 13 216 0.832
4 14 218 0.857
4 15 228 0.856
4 16 208 0.853
4 17 207 0.894
4 18 210 0.819
4 19 235 0.764
4 20 217 0.871
4 21 226 0.729
4 22 209 0.857
4 23 218 0.809
4 24 245 0.834
4 25 199 0.915
4 26 208 0.906
4 27 176 0.82
4 28 185 0.89
4 29 216 0.867
4 30 252 0.835
4 31 0 0.0
4 32 0 0.0
4 33 272 0.748
4 34 274 0.8
4 35 285 0.847
4 36 266 0.848
4 37 0 0.0
4 38 0 0.0
4 39 307 0.816
4 40 385 0.759
4 41 253 0.91
4 42 267 0.83
4 43 339 0.72
4 44 349 0.804
4 45 257 0.865
4 46 301 0.848
4 47 333 0.838
4 48 432 0.839
5 1 237 0.852
5 2 317 0.726
5 3 319 0.83
5 4 341 0.838
5 5 233 0.855
5 6 210 0.869
5 7 231 0.901
5 8 327 0.869
5 9 248 0.791
5 10 231 0.817
5 11 232 0.844
5 12 224 0.856
5 13 188 0.904
5 14 183 0.852
5 15 180 0.886
5 16 195 0.861
5 17 214 0.904
5 18 203 0.833
5 19 200 0.864
5 20 256 0.761
5 21 224 0.777
5 22 202 0.821
5 23 229 0.744
5 24 263 0.842
5 25 228 0.878
5 26 221 0.887
5 27 241 0.836
5 28 239 0.823
5 29 220 0.8
5 30 222 0.841
5 31 227 0.867
5 32 236 0.79
5 33 187 0.871
5 34 237 0.869
5 35 262 0.773
5 36 233 0.751
5 37 275 0.854
5 38 267 0.868
5 39 123 0.841
5 40 203 0.739
