row  column  size-1  circ-1
1 1 490 0.665
1 2 339 0.873
1 3 345 0.653
1 4 301 0.828
1 5 322 0.726
1 6 309 0.651
1 7 283 0.792
1 8 271 0.858
1 9 319 0.842
1 10 251 0.831
1 11 279 0.83
1 12 254 0.804
1 13 295 0.805
1 14 322 0.684
1 15 265 0.729
1 16 210 0.78
1 17 261 0.895
1 18 218 0.8
1 19 259 0.874
1 20 307 0.804
1 21 252 0.851
1 22 242 0.88
1 23 230 0.837
1 24 225 0.819
1 25 212 0.851
1 26 307 0.804
1 27 185 0.809
1 28 320 0.88
1 29 305 0.799
1 30 239 0.807
1 31 17 0.559
1 32 41 0.826
1 33 309 0.696
1 34 301 0.842
1 35 332 0.755
1 36 338 0.842
1 37 308 0.775
1 38 295 0.792
1 39 334 0.565
1 40 234 0.766
1 41 329 0.746
1 42 375 0.763
1 43 317 0.721
1 44 431 0.445
1 45 472 0.338
1 46 534 0.37
1 47 563 0.407
1 48 593 0.36
2 1 299 0.858
2 2 270 0.679
2 3 504 0.745
2 4 281 0.851
2 5 426 0.835
2 6 226 0.784
2 7 258 0.845
2 8 328 0.902
2 9 259 0.848
2 10 238 0.866
2 11 237 0.845
2 12 245 0.811
2 13 193 0.841
2 14 215 0.831
2 15 230 0.847
2 16 325 0.866
2 17 278 0.778
2 18 225 0.849
2 19 297 0.852
2 20 230 0.814
2 21 248 0.765
2 22 188 0.904
2 23 224 0.815
2 24 266 0.744
2 25 255 0.861
2 26 260 0.927
2 27 206 0.882
2 28 240 0.906
2 29 261 0.864
2 30 291 0.85
2 31 260 0.722
2 32 248 0.812
2 33 273 0.848
2 34 256 0.724
2 35 233 0.751
2 36 230 0.798
2 37 214 0.794
2 38 227 0.682
2 39 255 0.838
2 40 288 0.773
2 41 244 0.815
2 42 278 0.798
2 43 288 0.786
2 44 386 0.756
2 45 493 0.453
2 46 404 0.282
2 47 562 0.407
2 48 488 0.322
3 1 255 0.822
3 2 264 0.731
3 3 295 0.861
3 4 280 0.709
3 5 348 0.815
3 6 228 0.593
3 7 251 0.651
3 8 320 0.88
3 9 325 0.843
3 10 355 0.771
3 11 193 0.826
3 12 183 0.808
3 13 210 0.802
3 14 189 0.834
3 15 211 0.865
3 16 205 0.866
3 17 152 0.869
3 18 153 0.789
3 19 207 0.867
3 20 231 0.808
3 21 226 0.839
3 22 46 0.972
3 23 241 0.91
3 24 241 0.902
3 25 181 0.851
3 26 247 0.843
3 27 14 0.675
3 28 16 -1.0
3 29 289 0.683
3 30 233 0.757
3 31 230 0.886
3 32 249 0.822
3 33 202 0.682
3 34 237 0.838
3 35 282 0.789
3 36 259 0.776
3 37 210 0.836
3 38 235 0.809
3 39 261 0.848
3 40 279 0.655
3 41 302 0.634
3 42 345 0.529
3 43 323 0.708
3 44 284 0.459
3 45 298 0.689
3 46 377 0.527
3 47 416 0.457
3 48 349 0.787
4 1 347 0.765
4 2 328 0.781
4 3 276 0.754
4 4 248 0.821
4 5 0 0.0
4 6 120 0.821
